study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	fastq_ftp	sample_alias	sample_title
PRJNA650381	SAMN15702945	SRX8893572	SRR12395325	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/025/SRR12395325/SRR12395325_1.fastq.gz	IDR1900031542-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702944	SRX8893571	SRR12395326	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/026/SRR12395326/SRR12395326_1.fastq.gz	IDR1900031541-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702943	SRX8893570	SRR12395327	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/027/SRR12395327/SRR12395327_1.fastq.gz	IDR1900031540-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15702942	SRX8893569	SRR12395328	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/028/SRR12395328/SRR12395328_1.fastq.gz	IDR1900031537-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702941	SRX8893568	SRR12395329	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/029/SRR12395329/SRR12395329_1.fastq.gz	IDR1900031536-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702940	SRX8893567	SRR12395330	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/030/SRR12395330/SRR12395330_1.fastq.gz	IDR1900031534-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702939	SRX8893566	SRR12395331	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/031/SRR12395331/SRR12395331_1.fastq.gz	IDR1900031533-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702938	SRX8893565	SRR12395332	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/032/SRR12395332/SRR12395332_1.fastq.gz	IDR1900031532-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702937	SRX8893564	SRR12395333	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/033/SRR12395333/SRR12395333_1.fastq.gz	IDR1900031471-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702983	SRX8893563	SRR12395334	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/034/SRR12395334/SRR12395334_1.fastq.gz	IDR1900034837-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702936	SRX8893562	SRR12395335	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/035/SRR12395335/SRR12395335_1.fastq.gz	IDR1900031470-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702935	SRX8893561	SRR12395336	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/036/SRR12395336/SRR12395336_1.fastq.gz	IDR1900031468-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702934	SRX8893560	SRR12395337	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/037/SRR12395337/SRR12395337_1.fastq.gz	IDR1900031180-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702933	SRX8893559	SRR12395338	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/038/SRR12395338/SRR12395338_1.fastq.gz	IDR1900031012-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702932	SRX8893558	SRR12395339	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/039/SRR12395339/SRR12395339_1.fastq.gz	IDR1900030837-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702931	SRX8893557	SRR12395340	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/040/SRR12395340/SRR12395340_1.fastq.gz	IDR1900030651-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702930	SRX8893556	SRR12395341	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/041/SRR12395341/SRR12395341_1.fastq.gz	IDR1900030392-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702929	SRX8893555	SRR12395342	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/042/SRR12395342/SRR12395342_1.fastq.gz	IDR1900029829-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702928	SRX8893554	SRR12395343	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/043/SRR12395343/SRR12395343_1.fastq.gz	IDR1900029809-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702927	SRX8893553	SRR12395344	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/044/SRR12395344/SRR12395344_1.fastq.gz	IDR1900029656-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702981	SRX8893552	SRR12395345	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/045/SRR12395345/SRR12395345_1.fastq.gz	IDR1900034834-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702972	SRX8893551	SRR12395346	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/046/SRR12395346/SRR12395346_1.fastq.gz	IDR1900034811-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702965	SRX8893550	SRR12395347	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/047/SRR12395347/SRR12395347_1.fastq.gz	IDR1900033490-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703239	SRX8893549	SRR12395348	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/048/SRR12395348/SRR12395348_1.fastq.gz	IDR1900057180-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703238	SRX8893548	SRR12395349	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/049/SRR12395349/SRR12395349_1.fastq.gz	IDR1900057099-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703237	SRX8893547	SRR12395350	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/050/SRR12395350/SRR12395350_1.fastq.gz	IDR1900056515-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703236	SRX8893546	SRR12395351	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/051/SRR12395351/SRR12395351_1.fastq.gz	IDR1900056514-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703235	SRX8893545	SRR12395352	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/052/SRR12395352/SRR12395352_1.fastq.gz	IDR1900056512-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703234	SRX8893544	SRR12395353	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/053/SRR12395353/SRR12395353_1.fastq.gz	IDR1900056511-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703233	SRX8893543	SRR12395354	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/054/SRR12395354/SRR12395354_1.fastq.gz	IDR1900056510-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703232	SRX8893542	SRR12395355	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/055/SRR12395355/SRR12395355_1.fastq.gz	IDR1900056509-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703231	SRX8893541	SRR12395356	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/056/SRR12395356/SRR12395356_1.fastq.gz	IDR1900056506-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703038	SRX8893540	SRR12395357	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/057/SRR12395357/SRR12395357_1.fastq.gz	IDR1900039537-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703230	SRX8893539	SRR12395358	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/058/SRR12395358/SRR12395358_1.fastq.gz	IDR1900055922-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703229	SRX8893538	SRR12395359	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/059/SRR12395359/SRR12395359_1.fastq.gz	IDR1900055570-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703228	SRX8893537	SRR12395360	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/060/SRR12395360/SRR12395360_1.fastq.gz	IDR1900055567-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703227	SRX8893536	SRR12395361	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/061/SRR12395361/SRR12395361_1.fastq.gz	IDR1900055566-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703226	SRX8893535	SRR12395362	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/062/SRR12395362/SRR12395362_1.fastq.gz	IDR1900055565-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703225	SRX8893534	SRR12395363	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/063/SRR12395363/SRR12395363_1.fastq.gz	IDR1900055563-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703224	SRX8893533	SRR12395364	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/064/SRR12395364/SRR12395364_1.fastq.gz	IDR1900055561-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703223	SRX8893532	SRR12395365	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/065/SRR12395365/SRR12395365_1.fastq.gz	IDR1900055560-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703222	SRX8893531	SRR12395366	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/066/SRR12395366/SRR12395366_1.fastq.gz	IDR1900055437-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703221	SRX8893530	SRR12395367	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/067/SRR12395367/SRR12395367_1.fastq.gz	IDR1900055325-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703035	SRX8893529	SRR12395368	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/068/SRR12395368/SRR12395368_1.fastq.gz	IDR1900039311-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702974	SRX8893528	SRR12395369	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/069/SRR12395369/SRR12395369_1.fastq.gz	IDR1900034820-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703220	SRX8893527	SRR12395370	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/070/SRR12395370/SRR12395370_1.fastq.gz	IDR1900054560-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703219	SRX8893526	SRR12395371	1764	Mycobacterium avium	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/071/SRR12395371/SRR12395371_1.fastq.gz	IDR1900054442-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium avium
PRJNA650381	SAMN15703218	SRX8893525	SRR12395372	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/072/SRR12395372/SRR12395372_1.fastq.gz	IDR1900054388-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703217	SRX8893524	SRR12395373	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/073/SRR12395373/SRR12395373_1.fastq.gz	IDR1900054340-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703216	SRX8893523	SRR12395374	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/074/SRR12395374/SRR12395374_1.fastq.gz	IDR1900054339-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703215	SRX8893522	SRR12395375	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/075/SRR12395375/SRR12395375_1.fastq.gz	IDR1900054337-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703214	SRX8893521	SRR12395376	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/076/SRR12395376/SRR12395376_1.fastq.gz	IDR1900054047-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703213	SRX8893520	SRR12395377	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/077/SRR12395377/SRR12395377_1.fastq.gz	IDR1900053783-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703212	SRX8893519	SRR12395378	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/078/SRR12395378/SRR12395378_1.fastq.gz	IDR1900053781-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703211	SRX8893518	SRR12395379	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/079/SRR12395379/SRR12395379_1.fastq.gz	IDR1900053780-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703033	SRX8893517	SRR12395380	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/080/SRR12395380/SRR12395380_1.fastq.gz	IDR1900038454-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703210	SRX8893516	SRR12395381	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/081/SRR12395381/SRR12395381_1.fastq.gz	IDR1900053449-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703209	SRX8893515	SRR12395382	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/082/SRR12395382/SRR12395382_1.fastq.gz	IDR1900053293-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703208	SRX8893514	SRR12395383	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/083/SRR12395383/SRR12395383_1.fastq.gz	IDR1900052694-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703207	SRX8893513	SRR12395384	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/084/SRR12395384/SRR12395384_1.fastq.gz	IDR1900052693-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703206	SRX8893512	SRR12395385	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/085/SRR12395385/SRR12395385_1.fastq.gz	IDR1900052692-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703205	SRX8893511	SRR12395386	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/086/SRR12395386/SRR12395386_1.fastq.gz	IDR1900052691-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703204	SRX8893510	SRR12395387	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/087/SRR12395387/SRR12395387_1.fastq.gz	IDR1900052690-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703203	SRX8893509	SRR12395388	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/088/SRR12395388/SRR12395388_1.fastq.gz	IDR1900052689-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703202	SRX8893508	SRR12395389	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/089/SRR12395389/SRR12395389_1.fastq.gz	IDR1900052688-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703201	SRX8893507	SRR12395390	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/090/SRR12395390/SRR12395390_1.fastq.gz	IDR1900052687-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703023	SRX8893506	SRR12395391	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/091/SRR12395391/SRR12395391_1.fastq.gz	IDR1900038337-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703200	SRX8893505	SRR12395392	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/092/SRR12395392/SRR12395392_1.fastq.gz	IDR1900052686-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703199	SRX8893504	SRR12395393	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/093/SRR12395393/SRR12395393_1.fastq.gz	IDR1900052685-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703198	SRX8893503	SRR12395394	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/094/SRR12395394/SRR12395394_1.fastq.gz	IDR1900052368-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15703197	SRX8893502	SRR12395395	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/095/SRR12395395/SRR12395395_1.fastq.gz	IDR1900052159-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703196	SRX8893501	SRR12395396	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/096/SRR12395396/SRR12395396_1.fastq.gz	IDR1900052071-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703195	SRX8893500	SRR12395397	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/097/SRR12395397/SRR12395397_1.fastq.gz	IDR1900051734-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
